id,label,statement,subject,speaker,job,state,party,barely_true,false,half_true,mostly_true,pants_fire,context
4019.json,0.0,gov chris christie owes the state money for amenities like extra gorgonzola cheese for his staff on these trips,state-budget,new-jersey-democratic-state-committee,,New Jersey,democrat,2.0,2.0,1.0,0.0,0.0,a press release
9845.json,0.0,on tax inversions the wall street journalsurprisingly attacked this tax scheme,taxes,chris-matthews,Host of MSNBC's Hardball,,none,1.0,2.0,2.0,1.0,0.0,"a broadcast of MSNBC's ""Hardball"""
5365.json,1.0,you may have driven the length of a football field in the five seconds it takes to check a text,public-safety,greg-walden,U.S. representative,Oregon,republican,3.0,0.0,1.0,0.0,0.0,news television interview
9493.json,1.0,says central texas river water sent to downstream rice farmers in 2011 equaled about three years worth of austins water use,water,austin-water-utility,,,none,0.0,0.0,0.0,0.0,0.0,as quoted in a StateImpact Texas news story
3768.json,0.0,wisconsin is one of the few states in the country that do not currently require a photographic identification to vote,elections,terry-moulton,"State Senator, District 23",Wisconsin,republican,0.0,1.0,0.0,0.0,0.0,letters to constituents
13126.json,0.0,you will learn more about donald trump by going down to the federal elections to see the financial disclosure form than by looking at tax returns,"candidates-biography,economy,income,job-accomplishments,taxes,transparency,wealth",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a Presidential debate at Hofstra University
7850.json,1.0,cuyahoga county passed a program to guarantee a college savings account for every single child who enters kindergarten in this county  the first county in the united states to do so,education,ed-fitzgerald,Cuyahoga County executive,Ohio,democrat,1.0,1.0,0.0,1.0,0.0,a campaign speech
8828.json,0.0,over half of the young people in medical dental and law schools are women,"education,health-care,legal-issues,women",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,an interview with CNN
698.json,0.0,my opponent promises to bring back old jobs by wishing away the global economy,economy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"St. Paul, Minn."
4868.json,1.0,its legal to sign a recall petition against gov scott walker even if you have already signed another recall petition but only one signature counts,elections,one-wisconsin-now,,Wisconsin,organization,0.0,2.0,2.0,1.0,1.0,a website alert
9586.json,0.0,i cosponsored the rebuild america jobs act for transportation and infrastructure,"economy,jobs",jeff-merkley,U.S. Senator,Oregon,democrat,0.0,1.0,3.0,6.0,0.0,an economic issues statement
4128.json,0.0,says a new report proves the stimulus supported by nj democrats cost 278000 per job,stimulus,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a press release
12001.json,0.0,the wives of the 911 hijackers knew exactly what was happening and went back to saudi arabia two days before the attacks to watch their husbands on television flying the planes,"history,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a GOP debate hosted by Fox
13531.json,0.0,says us rep nancy pelosi said employers cutting hours is a good thing it then gives that person time to pursue their dreams and passions,fake-news,turning-point-usa,,,organization,0.0,1.0,0.0,0.0,0.0,a Facebook post
3312.json,0.0,the things i said during the prank call by a blogger posing as gop contributor david koch are the things ive said publicly all along about the wisconsin budget debate,"candidates-biography,labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a news conference
909.json,0.0,on whether to seat roland burris as the new senator from illinois,ethics,harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,public statements.
298.json,0.0,obama remains silent and is never asked how he feels about his church honoring farrakhan,religion,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,
6941.json,0.0,says rep jon runyan voted to redefine rape,"abortion,crime,voting-record,women",shelley-adler,,,democrat,1.0,2.0,0.0,0.0,0.0,a campaign event
1690.json,1.0,john paul stevens is the only protestant on the us supreme court,"religion,supreme-court,colbert-report",stephen-colbert,,,none,1.0,0.0,0.0,2.0,0.0,"an interview on Comedy Central's ""The Colbert Report"""
6542.json,0.0,this year eric cantor has received more money from oil companies than any other member of congress,"campaign-finance,energy",wayne-powell,lawyer,Virginia,democrat,1.0,1.0,0.0,0.0,1.0,website posting.
8658.json,1.0,says rep steve stockman basically wants gunfilled zones in schools,"elections,guns",howard-fineman,"Editorial director, Huffington Post",,none,0.0,0.0,0.0,0.0,0.0,"comments on MSNBC's ""All In with Chris Hayes"""
4891.json,1.0,says military expenditures for the united states are greater than the combined spending of the next 14 largest nations,"deficit,federal-budget,military",alan-simpson,Co-chairman of the Bowles-Simpson commission,Wyoming,republican,0.0,0.0,0.0,0.0,0.0,a speech at the City Club of Cleveland
11105.json,0.0,the iran deal says that if any other country tries to undermine irans nuclear program we have to help them defend themselves against israel egypt saudis our own allies,"foreign-policy,israel,terrorism",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,an interview on Fox News
3956.json,1.0,we are number one in the world when it comes to energy resources  the russians are second saudi arabia is number three,energy,george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a press conference.
5495.json,0.0,tonight in ohio more people came out to vote for barack obama in an unopposed race than voted for mitt romney and rick santorum combined,elections,david-axelrod,,,democrat,2.0,1.0,6.0,7.0,0.0,an interview on NBC
516.json,1.0,the us navy has sailed ships around the world for 60 years with nuclear power plants on them and weve never had an accident,military,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a speech in Nashville, Tenn."
11352.json,1.0,no openly gay man has ever been elected to the georgia legislature,"elections,gays-and-lesbians,states",georgia-voice,,,none,0.0,0.0,0.0,0.0,0.0,a news story
11063.json,0.0,the 5 billion website for obamacare never worked still doesnt work,"government-efficiency,health-care",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech in Phoenix
2832.json,1.0,congressman ryan has secured a grand total of 116838763 to date for the mahoning valley and has an additional 27095000 pending in fy2010 spending bills,federal-budget,tim-ryan,U.S. representative ,Ohio,democrat,0.0,0.0,0.0,5.0,1.0,a website posting
1073.json,0.0,in north carolina they used stimulus money to hire one new state worker his job apply for more stimulus funds from the taxpayers by the way of the federal government,"economy,stimulus",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a Web ad
11411.json,0.0,dan gecker voted to double vehicle registration fees costing chesterfield county residents over 6 million annually,"county-government,taxes",glen-sturtevant,,,republican,0.0,1.0,0.0,0.0,0.0,a TV ad
8769.json,1.0,only 3 percent of voters 18 to 34 dont believe that climate change is really happening,"climate-change,environment,polls,science",chris-murphy,U.S. House of Representatives,Connecticut,democrat,0.0,0.0,0.0,0.0,0.0,remarks at a news conference
12695.json,1.0,there are at least twice as many licensed firearm dealers in california as there are mcdonalds,guns,safety-all-initiative,,California ,none,0.0,0.0,0.0,1.0,0.0,an email.
8835.json,0.0,i played in a game here against the pittsburgh steelers where there was 23 inches of snow we played in at least 15 inches of that,sports,curtis-martin,,,none,0.0,1.0,0.0,0.0,0.0,comments on ESPN
976.json,1.0,the republican leaderships budget proposal doesnt contain any numbers,federal-budget,robert-gibbs,Former White House Press Secretary,,democrat,1.0,1.0,0.0,1.0,0.0,a statement during a press briefing
6377.json,1.0,says 1 in 7 american families is on food stamps,"economy,pundits,welfare",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,her speech at a rally for Ted Cruz in The Woodlands
7127.json,1.0,our race was the closest us senate race in ohio in 36 years  when howard metzenbaum defeated robert taft in 1976,elections,josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,an email to supporters
1308.json,0.0,an amendment to the house health reform bill puts new restrictions on womens access to abortion coverage in the private health insurance market even when they would pay premiums with their own money,"abortion,health-care",nita-lowey,U.S. House of Representatives,New York,democrat,0.0,1.0,0.0,0.0,0.0,a speech on the House floor
6408.json,1.0,as president barack obama has never visited israel,"israel,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a campaign ad
12252.json,0.0,were the worst state in the country at moving people from welfare to work,welfare,catherine-hanaway,Candidate for governor of Missouri,Missouri,republican,0.0,1.0,0.0,0.0,0.0,a Republican gubernatorial debate
7521.json,1.0,cobb is one of the largest school systems in the nation that is debt free,"county-budget,debt,taxes",joellen-smith,,Georgia,none,0.0,0.0,0.0,0.0,0.0,an editorial
4014.json,0.0,weve got more revenue than we ever have,"economy,taxes",jim-demint,"President, Heritage Foundation",South Carolina,republican,4.0,4.0,0.0,0.0,1.0,"an interview on CNN's ""State of the Union with Candy Crowley"""
7639.json,1.0,the social security disability fund is going belly up in 2016,social-security,rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,remarks at Politico breakfastt
12682.json,1.0,a shocking 20 veterans are committing suicide each and every day especially our older veterans,"health-care,veterans",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech
10687.json,1.0,did you know that the us is one of the very few nations in the world without an official language,legal-issues,randy-forbes,Representative,Virginia,republican,1.0,0.0,4.0,3.0,0.0,a blog.
1562.json,1.0,the florida legislature raised taxes and fees by almost 2 billion in the 2009 session,"economy,taxes",charlie-justice,,,democrat,0.0,0.0,1.0,0.0,1.0,a news release
7129.json,1.0,we have more people working in clean and green energy than in oil and gas in this country,"economy,energy,environment,jobs,labor,technology",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a newspaper column
10745.json,1.0,the fastestgrowing part of the pentagons budget are health care expenses,"health-care,military",evan-bayh,former governor and senator,Indiana,democrat,0.0,0.0,0.0,0.0,0.0,"an interview in Concord, N.H."
6210.json,1.0,fireworks have never been safer and their use continues to increase each year,"economy,financial-regulation,patriotism,market-regulation",bill-weimer,vice president of Phantom Fireworks,Ohio,none,0.0,0.0,0.0,0.0,0.0,a newspaper column
3590.json,0.0,medicare passed with virtually no republican support,"health-care,history,medicare",peter-defazio,U.S. representative,Oregon,democrat,1.0,1.0,1.0,2.0,0.0,a House floor speech
3866.json,0.0,says wisconsin state senate president michael elllis rneenah broke senate rules during debate on a photo id bill for voters,"elections,states",fred-risser,"State Senator, District 26",Wisconsin,democrat,0.0,1.0,0.0,0.0,0.0,a debate on the Senate floor.
5550.json,1.0,more than 27000 rhode island jobs depend on trade with canada,"economy,energy",barry-hinckley,,Rhode Island,republican,0.0,4.0,1.0,2.0,2.0,a news release
12407.json,0.0,i have had to fill out fec reports for the past six years now and theyre much more detailed than a tax return,taxes,tom-marino,U.S. representative,Pennsylvania,republican,1.0,1.0,1.0,0.0,0.0,In an MSNBC interview
2516.json,0.0,says wisconsin attorney general jb van hollen knew about the ken kratz sexting case for nearly a year and did nothing about it,"crime,legal-issues",scott-hassett,Candidate for state Attorney General,Wisconsin,democrat,0.0,1.0,0.0,0.0,0.0,an email to supporters
4546.json,0.0,an environmental protection agency regulation that goes into effect jan 1 2012 regulates dust,environment,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,in a Republican presidential debate
12475.json,0.0,more businesses went out of business last year than were started for the first time in our history,economy,david-perdue,U.S. Senate candidate,Georgia,republican,5.0,1.0,4.0,5.0,1.0,"an interview on NBC's ""Meet the Press Daily"""
8124.json,0.0,says houston national cemetery is preventing christian prayers from being said at military funerals,"military,religion",america,,,none,1.0,1.0,0.0,0.0,0.0,a Facebook post
5494.json,1.0,says the proposed fiscal year 2013 budget is still below the level of state spending when i took office,state-budget,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,his budget speech
621.json,1.0,john mccains top foreign policy adviser lobbied for the republic of georgia and mccain has mirrored the position advocated by the government,foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a statement by Obama spokesman Hari Sevugan 
3975.json,0.0,two thirds of the people in wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining,"labor,state-budget",peter-barca,State Representative,Wisconsin,democrat,0.0,2.0,2.0,3.0,1.0,a television interview
11605.json,1.0,wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation,jobs,glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2.0,4.0,1.0,1.0,0.0,an interview
10038.json,0.0,the only candidate pocketing big money from people who want to destroy coal is mitch mcconnell,"climate-change,energy,environment,message-machine-2014",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2.0,2.0,3.0,1.0,0.0,a campaign ad
6683.json,1.0,16 trillion the national debt in 1 bills would cover the entire state of ohio nearly 15 times,"debt,deficit,federal-budget",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a news release
8724.json,1.0,granite staters who hold individual policies from anthemcan indeed renew their policies and keep their current doctors and hospitals in 2014,health-care,carol-shea-porter,Retired social worker,New Hampshire,democrat,1.0,0.0,1.0,1.0,0.0,a press release
11224.json,1.0,there are actually only 30 countries that practice birthright citizenship,immigration,se-cupp,Co-host of CNN's Crossfire,,republican,0.0,0.0,1.0,0.0,0.0,"an interview on ""State of the Union"""
686.json,0.0,in the us senate barack obama has not reached across party lines to get anything significant done,candidates-biography,joe-lieberman,Senator,Connecticut,independent,1.0,1.0,0.0,2.0,0.0,"St. Paul, Minn."
13114.json,0.0,former president bill clinton and his clinton health access initiative chai distributed watereddown hivaidsdrugs to patients in subsaharan africa,"consumer-safety,corrections-and-updates,public-health",daily-caller,Online publication,"Washington, D.C.",none,0.0,2.0,0.0,0.0,0.0,an article in the Daily Caller
7938.json,0.0,a study of private bail bond systems showed that wisconsin has a higher noshow rate than other states of defendants skipping court appearances,criminal-justice,robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,0.0,3.0,2.0,5.0,1.0,an interview
1507.json,0.0,we have solved the problem  scientists are now saying leave the nuclear waste where it is,"energy,nuclear",harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,a television interview with Las Vegas political analyst Jon Ralston
3683.json,0.0,says the internal revenue service estimated it must hire 16500 agents at a cost of 10 billion to the taxpayer to enforce the federal health care overhaul,"health-care,taxes",saxby-chambliss,U.S. Senator,Georgia,republican,1.0,1.0,3.0,4.0,1.0,a letter to a constituent
12983.json,0.0,on drilling off the atlantic coast,energy,tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,
7204.json,0.0,says our economy in new jersey gets 38 billion from the businesses at the shore,tourism,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a radio interview on New Jersey 101.5’s “Ask the Governor”
8185.json,0.0,says your legislative assembly was within one vote of enacting each of those bills into oregon law,guns,doug-whitsett,state senator,Oregon,republican,0.0,1.0,1.0,1.0,0.0,a guest column 
5482.json,1.0,the top 1 percent of income earners paid 367 percent of the taxes  the top 50 percent pay 977 percent,"income,taxes",jim-renacci,U.S. representative ,Ohio,republican,5.0,3.0,4.0,1.0,1.0,a town hall-style meeting
9379.json,0.0,milwaukee has the secondhighest number of children recovered from sex trafficking,"children,crime,criminal-justice,sexuality",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,remarks on the House floor
76.json,0.0,what they will do is socialized medicine,health-care,rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,a comment to reporters in Tampa.
3380.json,1.0,a bill before the georgia general assembly would make presidential candidates meet citizenship requirements that are not in the us constitution,obama-birth-certificate,loren-collins,"Attorney, blogger",Georgia,libertarian,0.0,0.0,0.0,0.0,0.0,an op-ed in The Atlanta Journal-Constitution
1424.json,1.0,pwned house gop dominates twitter youtube social media in congress,pop-culture,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a press release
344.json,0.0,americans have never paid more for gas at the pump,energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a campaign rally in Alexandria, Va."
6676.json,0.0,says that if texas california and new york all voted for democratic presidential nominees it would be mathematically impossible for republicans to elect a president,elections,gilberto-hinojosa,"Chairman, Texas Democratic Party",Texas,democrat,0.0,4.0,1.0,2.0,1.0,a comment while attending the Democratic National Convention.
3713.json,1.0,says close to 90 percent of the population growth in texas over the last decade was nonanglo,"census,redistricting",garnet-coleman,"president, ceo of Apartments for America, Inc.",Texas,democrat,1.0,0.0,1.0,0.0,1.0,a press release
7669.json,1.0,a bipartisan background check amendment outlawed any gun registry plain and simple right there in the text,guns,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech from the White House Rose Garden
13167.json,1.0,says rep john katko promised he wouldnt vote to defund planned parenthood and since hes been in office hes done that four times,"abortion,congress",colleen-deacon,Candidate for Congress,New York,democrat,0.0,0.0,0.0,0.0,0.0,remarks at a campaign office opening for Hillary Clinton
1747.json,0.0,says a bureau of labor statistics report attributed a sharp increase in workrelated fatalities to increasing numbers of employees and drivers could not read or understand warning signs in english,"immigration,transportation",tim-james,,Alabama,republican,0.0,1.0,0.0,0.0,0.0,a press release
12109.json,0.0,ukraine voluntarily gave up its nuclear weapons because the united states of america said it would ensure its territorial integrity from russia,foreign-policy,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,an interview on CNN
1028.json,1.0,youve heard endlessly about waterboarding it happened to three terrorists,terrorism,dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,a speech at the American Enterprise Institute
10086.json,1.0,in the past three years we have prosecuted or brought more cases on access to public records than in the previous 12 years combined,"candidates-biography,government-efficiency,government-regulation,history,job-accomplishments,legal-issues,transparency",peter-kilmartin,state representative,Rhode Island,democrat,0.0,0.0,2.0,1.0,1.0,an interview on Rhode Island Public Radio
3371.json,0.0,says nobody in higher education believes gov rick perrys proposal to serve up 10000 college degrees is possible,education,andy-brown,Attorney,Texas,democrat,0.0,1.0,0.0,1.0,0.0,a web post.
2013.json,1.0,crime is down in arizona,"crime,immigration,abc-news-week",al-hunt,Executive editor for Washington for Bloomberg News,,none,0.0,1.0,0.0,0.0,0.0,"an appearance on ABC's ""This Week."""
5839.json,1.0,we have to recognize that our salaries for faculty are the lowest in new england with the exception of the university of maine,"education,state-budget",david-dooley,University of Rhode Island president,Rhode Island,state-official,0.0,0.0,0.0,0.0,0.0,a TV news show.
1140.json,1.0,preventive care does not save the government money,"health-care,pundits",david-brooks,,,none,0.0,0.0,2.0,0.0,0.0,an interview on the NewsHour with Jim Lehrer
9060.json,1.0,says abraham lincoln tried to buy slavesfreedom in border states but the states all rejected it,history,jon-stewart,,,none,0.0,2.0,1.0,1.0,1.0,"a broadcast of ""The Daily Show"""
3218.json,0.0,a 5cent charge on paper bags is a tax,"environment,taxes",mark-daniels,"vice president, Hilex Poly Co.",Oregon,none,0.0,1.0,0.0,0.0,0.0,a legislative hearing
8199.json,0.0,says un arms treaty will mandate a new international gun registry,guns,steve-stockman,U.S. representative,Texas,republican,1.0,3.0,0.0,0.0,1.0,a letter forwarded to PolitiFact
8509.json,1.0,says rick scott didnt even come to his own education summit but he did take time to go to the tea party convention the same week,education,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a rally announcing his candidacy for governor
4633.json,0.0,the 999 plan does not raise taxes on those that are making the least,"poverty,taxes",herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,a debate in Las Vegas
8607.json,1.0,i did not support the sequester,"federal-budget,voting-record",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a speech at the American Enterprise Institute
8404.json,0.0,says us rep debbie wasserman schultz voted to cut off floridas veterans and their benefits,"veterans,voting-record",republican-national-committee-republican,,,republican,6.0,6.0,11.0,5.0,2.0,a robocall
3574.json,0.0,says the federal government borrows almost 60 billion per week,"deficit,federal-budget",paul-broun,Congressman,Georgia,republican,4.0,8.0,3.0,2.0,1.0,a speech before Congress
7086.json,0.0,clayton county offers the lowest operating millage rate in metro atlanta,taxes,clayton-county-government,,Georgia,none,0.0,1.0,0.0,0.0,0.0,a web post
8244.json,1.0,over the past twenty years the number of homicides committed with a firearm in the united states has decreased by nearly 40 percent the number of other crimes involving the use of a firearm has also plummeted declining by nearly 70 percent,"crime,guns",doug-whitsett,state senator,Oregon,republican,0.0,1.0,1.0,1.0,0.0,a guest column
546.json,1.0,says obama opposes offshore drilling and a gas tax holiday,energy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a Web ad.
7354.json,1.0,says right now we have more military spending than the next 10 11 12 countries combined,"federal-budget,military",cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a panel discussion on HBO’s “Real Time with Bill Maher”
11376.json,0.0,remember that developers are forced to use the 195 land union contractors so tap an extra 10 million into any construction project,"baseball,labor,unions",john-depetro,Talk-show host,Rhode Island,talk-show-host,0.0,3.0,0.0,0.0,3.0,blog
5725.json,0.0,says new jersey devils managing partner jeff vanderbeek took us into arbitration,city-government,cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a news conference
6614.json,1.0,says a federal judge sanctions tennessee birther lawyer for bringing a frivolous lawsuit,obama-birth-certificate,tennessee-democratic-party,,Tennessee,democrat,1.0,1.0,0.0,2.0,0.0,in a press release.
1544.json,1.0,due to  tax cuts and lower property values 2009 property taxes were almost 3 billion below 2007 property taxes,taxes,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,his State of the State address.
8045.json,1.0,food stamp spending doubled under president bush doubled again under president obama,"children,deficit,families,federal-budget,hunger,poverty,welfare",tom-cole,,Oklahoma,republican,0.0,0.0,0.0,1.0,0.0,an MSNBC interview
10508.json,0.0,on counting state budget shortfalls,"state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an interview
2779.json,1.0,says that the new financial services law requires 358 regulatory filings,"consumer-safety,financial-regulation",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a news conference
5493.json,1.0,between 1982 and 2007 the cost of a college education increased 439 percent,education,ron-wyden,U.S. Senator,Oregon,democrat,0.0,1.0,0.0,3.0,0.0,a news release
6081.json,0.0,most tips left at dunkin donuts dont go to employees,"economy,jobs,workers",christopher-blazejewski,Rhode Island State Representative,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,a debate on the House floor
12216.json,0.0,on banning assault weapons,guns,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,as a candidate in 2016 and as a possible hopeful in 2000
3150.json,1.0,the us loses more on tax breaks than it collects in personal income taxes,"deficit,federal-budget,taxes",mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,a TV interview.
5014.json,1.0,says joe biden said jon corzine is the smartest guy that i know in terms of the economy and on finance i really mean this,"economy,message-machine-2012",national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a web ad posted on YouTube
1804.json,0.0,taxpayerfunded benefits to illegals in california are a skyrocketing cost under obamacare,"candidates-biography,elections,federal-budget,health-care,immigration,message-machine,poverty",steve-poizner,Insurance commissioner and gubernatorial candidate,California,republican,0.0,1.0,1.0,1.0,0.0,a campaign commercial
2091.json,0.0,should democrats get their way every income tax bracket will increase on jan 1 2011 every single one,taxes,mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,a press conference
10188.json,0.0,jeanne shaheen was principally involved in a plot with lois lerner and president barack obamas political appointee at the irs to lead a program of harassment against conservative nonprofit groups during the 2012 election,"government-regulation,taxes",daily-caller,Online publication,"Washington, D.C.",none,0.0,2.0,0.0,0.0,0.0,an article
4982.json,1.0,says king street patriots held a fundraiser featuring an author who believes that registering the poor to vote is unamerican,"elections,poverty,welfare",boyd-richie,Texas Democratic Party chair,Texas,democrat,2.0,1.0,0.0,0.0,1.0,an email blast
5033.json,1.0,i was one of about a dozen senators who voted against the bridge to nowhere,federal-budget,george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a debate
1746.json,0.0,on whether to run for the us senate as an independent,elections,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,various comments over the past few months
120.json,1.0,with one stroke of his pen president bush has denied health insurance to 38 million kids who were due to get it under this bipartisan expansion of the childrens health insurance program,health-care,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,
3567.json,0.0,libya supplies the oil for china we get no oil from libya,"china,energy,foreign-policy",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview on Fox News
4003.json,0.0,there is a republican plan to end medicare,"health-care,medicare",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a campaign fund-raising letter
3325.json,0.0,claims wisconsin senate majority leader scott fitzgerald said it is necessary to eliminate unions in order to balance future budgets,"labor,state-budget",ed-garvey,"Attorney, blogger",Wisconsin,democrat,0.0,2.0,0.0,0.0,0.0,a newspaper column and blog post
6086.json,0.0,says barack obama supported ted kennedys ammo ban to outlaw all deerhunting ammunition,guns,national-rifle-association,,,none,3.0,5.0,1.0,5.0,3.0,a mailer
11275.json,1.0,the state of texas is funding womens health services at historically high levels they just increased their level another 50 million for the next two years,"abortion,health-care,state-budget,state-finances,women",joe-pojman,"executive director, Texas Alliance for Life",Texas,republican,0.0,0.0,0.0,0.0,0.0,addressing a rally outside the Texas Capitol
7082.json,1.0,says tennessees higher education funding model is 100 percent outcomesbased and we are already seeing this model changing the way our postsecondary institutions do business,"education,state-budget",bill-haslam,Governor,Tennessee,republican,0.0,1.0,1.0,0.0,0.0,an article for Time magazine.
6305.json,1.0,rhode islanders pay among the highest auto repair bills in the nation,"economy,market-regulation,small-business,states",robert-dimuccio,"Chief Executive Officer, Amica Insurance",Rhode Island,newsmaker,0.0,0.0,0.0,0.0,0.0,a letter to policy holders
12534.json,0.0,on running for reelection to us senate,"candidates-biography,elections",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,an announcement
12891.json,1.0,overdosing is now the number one accidental killer in our commonwealth,drugs,josh-shapiro,,Pennsylvania,democrat,0.0,0.0,0.0,0.0,0.0,a platform on his campaign website
4489.json,1.0,toledo mayor mike bell once lost his job as a firefighter because his city ran out of money,"labor,unions",building-better-ohio,,Ohio,none,1.0,0.0,0.0,1.0,0.0,a campaign commercial
7342.json,1.0,says max carries 30 percent of evening rushhour commuters traveling from downtown on the sunset and banfield freeways,transportation,trimet,,,organization,1.0,0.0,1.0,0.0,0.0,an advertisement
646.json,0.0,on whether he wants to be vice president,elections,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,
8528.json,1.0,finance experts estimate that paying in cash for the 25 billion in projects funded by the sales tax saved gwinnett county more than 1 billion in interest payments,"county-budget,taxes",charlotte-nash,,Georgia,republican,1.0,0.0,1.0,2.0,0.0,an interview
12837.json,0.0,says milwaukee county district attorney candidate verona swanigan has worked as a prosecutor,"candidates-biography,crime,criminal-justice",milwaukeeans-self-governance,,,organization,0.0,1.0,0.0,0.0,0.0,a radio ad
9065.json,1.0,georgia has saved 20 million through changes in criminal sentencing,"criminal-justice,state-budget",nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a speech
12442.json,0.0,says donald trump has the secondhighest disapproval ratings of anyone running for president,polls,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,an online campaign ad
4941.json,1.0,sherrod brown has been running for public office since richard nixon was president,elections,josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a radio show
7055.json,0.0,the ryan budget gets rid of medicare in 10 years and turns it into a voucher program,"health-care,medicare",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a debate
9668.json,0.0,the increase in the garbage tax that mayor allan fung imposed in cranston for some people has been as much as 200,"city-government,debates,environment,government-efficiency",kenneth-block,businessman,,republican,0.0,3.0,2.0,3.0,0.0,a radio debate
